IP_Address,NA,C,DateTime,E,Request_Method,status code sent by server,size of obejct retrun to the client,Referring_URL,User_Agent
54.165.59.7,-,-,[20/Jan/2019:20:00:39,+0000],GET /cart/ HTTP/1.0,200,2072,-,ia_archiver
192.185.129.72,-,-,[20/Jan/2019:20:00:38,+0000],POST /wp-cron.php?doing_wp_cron=1548014438.5857028961181640625000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548014438.5857028961181640625000,WordPress/4.9.9; http://www.socialstudio.in
54.165.59.7,-,-,[20/Jan/2019:20:00:37,+0000],GET /cart HTTP/1.0,301,-,-,ia_archiver
216.244.66.248,-,-,[20/Jan/2019:20:33:36,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[20/Jan/2019:20:34:49,+0000],POST /wp-cron.php?doing_wp_cron=1548016489.4065580368041992187500 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548016489.4065580368041992187500,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[20/Jan/2019:20:35:01,+0000],POST /wp-cron.php?doing_wp_cron=1548016501.6405088901519775390625 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548016501.6405088901519775390625,WordPress/4.9.9; http://www.socialstudio.in
77.75.78.161,-,-,[20/Jan/2019:20:35:00,+0000],GET /about-us/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)
192.185.129.72,-,-,[20/Jan/2019:20:33:38,+0000],POST /wp-cron.php?doing_wp_cron=1548016417.9823040962219238281250 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548016417.9823040962219238281250,WordPress/4.9.9; http://www.socialstudio.in
77.75.78.161,-,-,[20/Jan/2019:20:34:48,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)
77.75.78.161,-,-,[20/Jan/2019:20:34:55,+0000],GET /wp-content/uploads/2018/11/SOCIAL-STUDIO-LOGO.jpg HTTP/1.1,200,434116,-,Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)
192.185.129.72,-,-,[20/Jan/2019:20:46:05,+0000],POST /wp-cron.php?doing_wp_cron=1548017165.9664750099182128906250 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548017165.9664750099182128906250,WordPress/4.9.9; http://www.socialstudio.in
37.9.87.157,-,-,[20/Jan/2019:20:46:08,+0000],GET /?p=1 HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.161,-,-,[20/Jan/2019:20:46:12,+0000],GET / HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.29,-,-,[20/Jan/2019:20:46:41,+0000],GET /2018/11/02/hello-world/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.113,-,-,[20/Jan/2019:20:46:05,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.29,-,-,[20/Jan/2019:21:09:12,+0000],GET /portfolio/cat/personal/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.166.147,-,-,[20/Jan/2019:21:09:17,+0000],GET /portfolio/cat/personal HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[20/Jan/2019:21:09:16,+0000],POST /wp-cron.php?doing_wp_cron=1548018555.9444808959960937500000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548018555.9444808959960937500000,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[20/Jan/2019:21:18:31,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[20/Jan/2019:21:18:32,+0000],POST /wp-cron.php?doing_wp_cron=1548019112.4457180500030517578125 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548019112.4457180500030517578125,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[20/Jan/2019:22:19:51,+0000],POST /wp-cron.php?doing_wp_cron=1548022790.9800949096679687500000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548022790.9800949096679687500000,WordPress/4.9.9; http://www.socialstudio.in
5.255.250.168,-,-,[20/Jan/2019:22:19:46,+0000],GET /portfolio/interior-design HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
37.9.87.157,-,-,[20/Jan/2019:22:19:52,+0000],GET /portfolio/interior-design/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[20/Jan/2019:23:33:42,+0000],POST /wp-cron.php?doing_wp_cron=1548027222.8199510574340820312500 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548027222.8199510574340820312500,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[20/Jan/2019:23:33:42,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[20/Jan/2019:23:35:34,+0000],POST /wp-cron.php?doing_wp_cron=1548027334.5684280395507812500000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548027334.5684280395507812500000,WordPress/4.9.9; http://www.socialstudio.in
77.88.5.28,-,-,[20/Jan/2019:23:35:33,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
141.8.143.195,-,-,[20/Jan/2019:23:35:37,+0000],GET /2018/06/01/tips-to-move-your-project-more-forward/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
77.88.47.97,-,-,[20/Jan/2019:23:35:41,+0000],GET /2018/06/01/tips-to-move-your-project-more-forward HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
109.184.182.197,-,-,[20/Jan/2019:23:49:04,+0000],GET / HTTP/1.0,200,2072,http://www.socialstudio.in/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
192.185.129.72,-,-,[20/Jan/2019:23:22:59,+0000],POST /wp-cron.php?doing_wp_cron=1548026579.6411249637603759765625 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548026579.6411249637603759765625,WordPress/4.9.9; http://www.socialstudio.in
180.76.15.26,-,-,[20/Jan/2019:23:22:55,+0000],GET / HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
192.185.129.72,-,-,[20/Jan/2019:23:49:04,+0000],POST /wp-cron.php?doing_wp_cron=1548028144.9629409313201904296875 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548028144.9629409313201904296875,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:00:18:55,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:00:20:47,+0000],POST /wp-cron.php?doing_wp_cron=1548030047.9683549404144287109375 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548030047.9683549404144287109375,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:00:18:57,+0000],POST /wp-cron.php?doing_wp_cron=1548029936.7906401157379150390625 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548029936.7906401157379150390625,WordPress/4.9.9; http://www.socialstudio.in
93.158.161.178,-,-,[21/Jan/2019:00:20:47,+0000],GET /portfolio/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
141.8.143.130,-,-,[21/Jan/2019:00:20:50,+0000],GET /portfolio HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[21/Jan/2019:01:07:09,+0000],POST /wp-cron.php?doing_wp_cron=1548032829.3857378959655761718750 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548032829.3857378959655761718750,WordPress/4.9.9; http://www.socialstudio.in
5.255.250.59,-,-,[21/Jan/2019:01:07:08,+0000],GET /portfolio/agency-website HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[21/Jan/2019:01:04:06,+0000],POST /wp-cron.php?doing_wp_cron=1548032646.3291919231414794921875 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548032646.3291919231414794921875,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:01:03:59,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
141.8.143.195,-,-,[21/Jan/2019:01:07:11,+0000],GET /portfolio/agency-website/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[21/Jan/2019:01:14:00,+0000],POST /wp-cron.php?doing_wp_cron=1548033240.8710560798645019531250 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548033240.8710560798645019531250,WordPress/4.9.9; http://www.socialstudio.in
157.55.39.33,-,-,[21/Jan/2019:01:14:00,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
216.244.66.248,-,-,[21/Jan/2019:01:49:13,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:01:49:14,+0000],POST /wp-cron.php?doing_wp_cron=1548035354.7671740055084228515625 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548035354.7671740055084228515625,WordPress/4.9.9; http://www.socialstudio.in
123.20.247.222,-,-,[21/Jan/2019:02:06:18,+0000],GET /wp-json/wp/v2/users HTTP/1.1,401,113,http://socialstudio.in/wp-json/wp/v2/users,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
192.185.129.72,-,-,[21/Jan/2019:02:06:01,+0000],POST /wp-cron.php?doing_wp_cron=1548036361.2534101009368896484375 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548036361.2534101009368896484375,WordPress/4.9.9; http://www.socialstudio.in
113.120.35.237,-,-,[21/Jan/2019:02:05:59,+0000],GET /wp-json/wp/v2/users HTTP/1.1,401,113,http://socialstudio.in/wp-json/wp/v2/users,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
47.94.19.105,-,-,[21/Jan/2019:02:06:05,+0000],GET /wp-json/wp/v2/users HTTP/1.1,401,113,http://socialstudio.in/wp-json/wp/v2/users,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
192.185.129.72,-,-,[21/Jan/2019:05:27:04,+0000],POST /wp-cron.php?doing_wp_cron=1548048424.3191730976104736328125 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548048424.3191730976104736328125,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:05:27:27,+0000],GET /.well-known/acme-challenge/6OTZOVW5LXNL9ESFANE55Y3_U5RTMQ0K HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:03,+0000],GET /.well-known/acme-challenge/SRDDI3J2AL41EWUPHDH07ITHVHPJVGKI HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:05,+0000],GET /.well-known/acme-challenge/DZ5FURTHXE_7CVKRM77N-Z2PF1K--JBY HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
192.185.129.72,-,-,[21/Jan/2019:05:27:07,+0000],GET /.well-known/acme-challenge/SE9PHC4B1Y6GDPF19F5Q3-_LO628A2DW HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
192.185.129.72,-,-,[21/Jan/2019:05:27:08,+0000],POST /wp-admin/admin-ajax.php?action=wp_1_wc_privacy_cleanup&nonce=4b3fe1e425 HTTP/1.1,200,-,http://www.socialstudio.in/wp-admin/admin-ajax.php?action=wp_1_wc_privacy_cleanup&nonce=4b3fe1e425,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:05:27:10,+0000],POST /wp-cron.php?doing_wp_cron=1548048430.9084010124206542968750 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548048430.9084010124206542968750,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:05:27:12,+0000],GET /.well-known/acme-challenge/1CNE5-9VZ22Y2U0ICBQ98G8MDJEMOPAR HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:14,+0000],GET /.well-known/acme-challenge/1CNE5-9VZ22Y2U0ICBQ98G8MDJEMOPAR HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
192.185.129.72,-,-,[21/Jan/2019:05:27:19,+0000],GET /.well-known/acme-challenge/PDTA3TJC75139236-BUJ3CB8RKPOTCHB HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:21,+0000],GET /.well-known/acme-challenge/PDTA3TJC75139236-BUJ3CB8RKPOTCHB HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
192.185.129.72,-,-,[21/Jan/2019:05:27:23,+0000],GET /.well-known/acme-challenge/YEF9E3A01BV2AYL8YE5-SFOEQWSPLAJU HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:24,+0000],GET /.well-known/acme-challenge/YEF9E3A01BV2AYL8YE5-SFOEQWSPLAJU HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:28,+0000],GET /.well-known/acme-challenge/6OTZOVW5LXNL9ESFANE55Y3_U5RTMQ0K HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
192.185.129.72,-,-,[21/Jan/2019:05:27:30,+0000],GET /.well-known/acme-challenge/9OMBY88P564P4SU_KDERL8WNEC-J8B27 HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:32,+0000],GET /.well-known/acme-challenge/9OMBY88P564P4SU_KDERL8WNEC-J8B27 HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:26:57,+0000],GET /.well-known/acme-challenge/UQIOUXWMFYQFLZS8VCK69IAILTQ3OBRU HTTP/1.1,301,-,-,Cpanel-HTTP-Client/1.0
111.118.212.120,-,-,[21/Jan/2019:05:27:09,+0000],GET /.well-known/acme-challenge/SE9PHC4B1Y6GDPF19F5Q3-_LO628A2DW HTTP/1.1,404,2072,-,Cpanel-HTTP-Client/1.0
192.185.129.72,-,-,[21/Jan/2019:07:04:12,+0000],POST /wp-cron.php?doing_wp_cron=1548054251.9895288944244384765625 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548054251.9895288944244384765625,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:07:04:07,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:07:50:01,+0000],POST /wp-cron.php?doing_wp_cron=1548057001.4370110034942626953125 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548057001.4370110034942626953125,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:07:49:48,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:08:51:54,+0000],POST /wp-cron.php?doing_wp_cron=1548060714.7419049739837646484375 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548060714.7419049739837646484375,WordPress/4.9.9; http://www.socialstudio.in
144.217.68.229,-,-,[21/Jan/2019:08:51:34,+0000],GET / HTTP/1.1,200,2072,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0;
144.217.68.229,-,-,[21/Jan/2019:08:51:56,+0000],GET / HTTP/1.1,301,-,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0;
144.217.68.229,-,-,[21/Jan/2019:08:51:57,+0000],GET / HTTP/1.1,200,2072,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0;
216.244.66.248,-,-,[21/Jan/2019:10:53:46,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:10:53:52,+0000],POST /wp-cron.php?doing_wp_cron=1548068032.3769469261169433593750 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548068032.3769469261169433593750,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:12:25:54,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:12:25:59,+0000],POST /wp-cron.php?doing_wp_cron=1548073559.8039379119873046875000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548073559.8039379119873046875000,WordPress/4.9.9; http://www.socialstudio.in
100.43.81.122,-,-,[21/Jan/2019:12:33:57,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
178.154.244.145,-,-,[21/Jan/2019:12:34:00,+0000],GET /portfolio/tags/optimization/ HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[21/Jan/2019:12:33:57,+0000],POST /wp-cron.php?doing_wp_cron=1548074037.8930339813232421875000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548074037.8930339813232421875000,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:13:12:03,+0000],POST /wp-cron.php?doing_wp_cron=1548076322.9402248859405517578125 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548076322.9402248859405517578125,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:13:11:43,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.248,-,-,[21/Jan/2019:14:43:19,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:14:43:26,+0000],POST /wp-cron.php?doing_wp_cron=1548081805.9306790828704833984375 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548081805.9306790828704833984375,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:16:16:23,+0000],POST /wp-cron.php?doing_wp_cron=1548087383.3117840290069580078125 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548087383.3117840290069580078125,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:16:16:16,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:16:23:20,+0000],POST /wp-cron.php?doing_wp_cron=1548087800.7585411071777343750000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548087800.7585411071777343750000,WordPress/4.9.9; http://www.socialstudio.in
35.187.69.191,-,-,[21/Jan/2019:16:23:19,+0000],GET / HTTP/1.1,301,-,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36"
193.201.224.210,-,-,[21/Jan/2019:16:46:37,+0000],GET /wp-content/uploads/2015/09/class-wp-upgrade.php HTTP/1.1,301,-,http://socialstudio.in/wp-content/uploads/2015/09/class-wp-upgrade.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
193.201.224.210,-,-,[21/Jan/2019:16:46:48,+0000],GET /wp-content/uploads/2015/09/class-wp-upgrade.php HTTP/1.1,404,2072,http://socialstudio.in/wp-content/uploads/2015/09/class-wp-upgrade.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
192.185.129.72,-,-,[21/Jan/2019:16:50:43,+0000],POST /wp-cron.php?doing_wp_cron=1548089443.6330990791320800781250 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548089443.6330990791320800781250,WordPress/4.9.9; http://www.socialstudio.in
35.187.69.191,-,-,[21/Jan/2019:16:50:42,+0000],GET / HTTP/1.1,200,2072,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36"
95.216.15.49,-,-,[21/Jan/2019:17:16:53,+0000],GET / HTTP/1.1,301,-,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
192.185.129.72,-,-,[21/Jan/2019:17:17:01,+0000],POST /wp-cron.php?doing_wp_cron=1548091021.2236568927764892578125 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548091021.2236568927764892578125,WordPress/4.9.9; http://www.socialstudio.in
95.216.15.49,-,-,[21/Jan/2019:17:17:02,+0000],GET / HTTP/1.1,200,2072,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
192.185.129.72,-,-,[21/Jan/2019:19:23:23,+0000],POST /wp-cron.php?doing_wp_cron=1548098603.5358290672302246093750 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548098603.5358290672302246093750,WordPress/4.9.9; http://www.socialstudio.in
8.28.16.254,-,-,[21/Jan/2019:19:23:18,+0000],GET / HTTP/1.1,301,-,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
92.82.237.225,-,-,[21/Jan/2019:20:31:49,+0000],GET /wp-content/plugins/kiwi-social-share/assets/js/KiwiClickToTweet.min.js HTTP/1.1,301,-,-,Mozilla/5.0 (Windows NT 5.1; WOW64; rv:46.0) Gecko/20100101 Firefox/46.0
192.185.129.72,-,-,[21/Jan/2019:20:31:54,+0000],POST /wp-cron.php?doing_wp_cron=1548102714.1595959663391113281250 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548102714.1595959663391113281250,WordPress/4.9.9; http://www.socialstudio.in
92.82.237.225,-,-,[21/Jan/2019:20:31:56,+0000],GET /wp-content/plugins/kiwi-social-share/assets/js/KiwiClickToTweet.min.js HTTP/1.1,404,2072,-,Mozilla/5.0 (Windows NT 5.1; WOW64; rv:46.0) Gecko/20100101 Firefox/46.0
216.244.66.248,-,-,[21/Jan/2019:21:39:34,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
192.185.129.72,-,-,[21/Jan/2019:21:39:35,+0000],POST /wp-cron.php?doing_wp_cron=1548106775.4981479644775390625000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548106775.4981479644775390625000,WordPress/4.9.9; http://www.socialstudio.in
192.185.129.72,-,-,[21/Jan/2019:22:25:51,+0000],POST /wp-cron.php?doing_wp_cron=1548109551.9324789047241210937500 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548109551.9324789047241210937500,WordPress/4.9.9; http://www.socialstudio.in
216.244.66.248,-,-,[21/Jan/2019:22:25:51,+0000],GET /robots.txt HTTP/1.1,200,2072,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
178.154.244.180,-,-,[21/Jan/2019:22:26:53,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.167,-,-,[21/Jan/2019:22:26:53,+0000],GET /robots.txt HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[21/Jan/2019:22:26:55,+0000],POST /wp-cron.php?doing_wp_cron=1548109615.7344961166381835937500 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548109615.7344961166381835937500,WordPress/4.9.9; http://www.socialstudio.in
100.43.90.105,-,-,[21/Jan/2019:22:26:57,+0000],GET / HTTP/1.1,301,-,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.178,-,-,[21/Jan/2019:22:26:57,+0000],GET / HTTP/1.1,200,2072,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
192.185.129.72,-,-,[21/Jan/2019:23:20:40,+0000],POST /wp-cron.php?doing_wp_cron=1548112840.9003829956054687500000 HTTP/1.1,200,-,http://www.socialstudio.in/wp-cron.php?doing_wp_cron=1548112840.9003829956054687500000,WordPress/4.9.9; http://www.socialstudio.in
